"id","disease","code","disease_group_id","disease_group_code","block_code","chapter_id","block_id","level","place_of_class","type_of_code","code_1","code_2","field_11","field_12","field_13","field_14"
"849","Pediculosis, unspecified","B85.2","587","B85","B85","1","57","4","T","X","B85.2","B852","4-014","3-015","2-024","1-025"
"850","Phthiriasis","B85.3","587","B85","B85","1","57","4","T","X","B85.3","B853","4-014","3-015","2-024","1-025"
"851","Mixed pediculosis and phthiriasis","B85.4","587","B85","B85","1","57","4","T","X","B85.4","B854","4-014","3-015","2-024","1-025"
"852","Scabies","B86","588","B86","B85","1","57","3","T","X","B86","B86","4-014","3-015","2-024","1-025"
"853","Myiasis","B87","589","B87","B85","1","57","3","N","X","B87.-","B87","4-014","3-015","2-024","1-025"
"854","Cutaneous myiasis","B87.0","589","B87","B85","1","57","4","T","X","B87.0","B870","4-014","3-015","2-024","1-025"
"855","Wound myiasis","B87.1","589","B87","B85","1","57","4","T","X","B87.1","B871","4-014","3-015","2-024","1-025"
"856","Ocular myiasis","B87.2","589","B87","B85","1","57","4","T","X","B87.2","B872","4-014","3-015","2-024","1-025"
"857","Nasopharyngeal myiasis","B87.3","589","B87","B85","1","57","4","T","X","B87.3","B873","4-014","3-015","2-024","1-025"
"858","Aural myiasis","B87.4","589","B87","B85","1","57","4","T","X","B87.4","B874","4-014","3-015","2-024","1-025"
"859","Myiasis of other sites","B87.8","589","B87","B85","1","57","4","T","X","B87.8","B878","4-014","3-015","2-024","1-025"
"860","Myiasis, unspecified","B87.9","589","B87","B85","1","57","4","T","X","B87.9","B879","4-014","3-015","2-024","1-025"
"861","Other infestations","B88","590","B88","B85","1","57","3","N","X","B88.-","B88","4-014","3-015","2-024","1-025"
"862","Other acariasis","B88.0","590","B88","B85","1","57","4","T","X","B88.0","B880","4-014","3-015","2-024","1-025"
"863","Tungiasis [sandflea infestation]","B88.1","590","B88","B85","1","57","4","T","X","B88.1","B881","4-014","3-015","2-024","1-025"
"864","Other arthropod infestations","B88.2","590","B88","B85","1","57","4","T","X","B88.2","B882","4-014","3-015","2-024","1-025"
"865","External hirudiniasis","B88.3","590","B88","B85","1","57","4","T","X","B88.3","B883","4-014","3-015","2-024","1-025"
"866","Other specified infestations","B88.8","590","B88","B85","1","57","4","T","X","B88.8","B888","4-014","3-015","2-024","1-025"
"867","Infestation, unspecified","B88.9","590","B88","B85","1","57","4","T","X","B88.9","B889","4-014","3-015","2-024","1-025"
"868","Unspecified parasitic disease","B89","591","B89","B85","1","57","3","T","X","B89","B89","4-014","3-015","2-024","1-025"
"869","Sequelae of tuberculosis","B90","592","B90","B90","1","54","3","N","X","B90.-","B90","4-014","3-015","2-024","1-025"
"870","Sequelae of central nervous system tuberculosis","B90.0","592","B90","B90","1","54","4","T","X","B90.0","B900","4-014","3-015","2-024","1-025"
"871","Sequelae of genitourinary tuberculosis","B90.1","592","B90","B90","1","54","4","T","X","B90.1","B901","4-014","3-015","2-024","1-025"
"872","Sequelae of tuberculosis of bones and joints","B90.2","592","B90","B90","1","54","4","T","X","B90.2","B902","4-014","3-015","2-024","1-025"
"873","Sequelae of tuberculosis of other organs","B90.8","592","B90","B90","1","54","4","T","X","B90.8","B908","4-014","3-015","2-024","1-025"
"874","Sequelae of respiratory and unspecified tuberculosis","B90.9","592","B90","B90","1","54","4","T","X","B90.9","B909","4-014","3-015","2-024","1-025"
"875","Sequelae of poliomyelitis","B91","593","B91","B90","1","55","3","T","X","B91","B91","4-014","3-015","2-024","1-025"
"876","Sequelae of leprosy","B92","594","B92","B90","1","56","3","T","X","B92","B92","4-014","3-015","2-024","1-025"
"877","Sequelae of other and unspecified infectious and parasitic diseases","B94","595","B94","B90","1","57","3","N","X","B94.-","B94","4-014","3-015","2-024","1-025"
"878","Sequelae of trachoma","B94.0","595","B94","B90","1","57","4","T","X","B94.0","B940","4-014","3-015","2-024","1-025"
"879","Sequelae of viral encephalitis","B94.1","595","B94","B90","1","57","4","T","X","B94.1","B941","4-014","3-015","2-024","1-025"
"880","Sequelae of viral hepatitis","B94.2","595","B94","B90","1","57","4","T","X","B94.2","B942","4-014","3-015","2-024","1-025"
"881","Sequelae of other specified infectious and parasitic diseases","B94.8","595","B94","B90","1","57","4","T","X","B94.8","B948","4-014","3-015","2-024","1-025"
"882","Sequelae of unspecified infectious or parasitic disease","B94.9","595","B94","B90","1","57","4","T","X","B94.9","B949","4-014","3-015","2-024","1-025"
"883","Streptococcus and staphylococcus as the cause of diseases classified to other chapters","B95","596","B95","B95","1","UNDEF","3","N","X","B95.-","B95","UNDEF","UNDEF","UNDEF","UNDEF"
"884","Streptococcus, group A, as the cause of diseases classified to other chapters","B95.0","596","B95","B95","1","UNDEF","4","T","X","B95.0","B950","UNDEF","UNDEF","UNDEF","UNDEF"
"885","Streptococcus, group B, as the cause of diseases classified to other chapters","B95.1","596","B95","B95","1","UNDEF","4","T","X","B95.1","B951","UNDEF","UNDEF","UNDEF","UNDEF"
"886","Streptococcus, group D, as the cause of diseases classified to other chapters","B95.2","596","B95","B95","1","UNDEF","4","T","X","B95.2","B952","UNDEF","UNDEF","UNDEF","UNDEF"
"887","Streptococcus pneumoniae as the cause of diseases classified to other chapters","B95.3","596","B95","B95","1","UNDEF","4","T","X","B95.3","B953","UNDEF","UNDEF","UNDEF","UNDEF"
"888","Other streptococcus as the cause of diseases classified to other chapters","B95.4","596","B95","B95","1","UNDEF","4","T","X","B95.4","B954","UNDEF","UNDEF","UNDEF","UNDEF"
"889","Unspecified streptococcus as the cause of diseases classified to other chapters","B95.5","596","B95","B95","1","UNDEF","4","T","X","B95.5","B955","UNDEF","UNDEF","UNDEF","UNDEF"
"890","Staphylococcus aureus as the cause of diseases classified to other chapters","B95.6","596","B95","B95","1","UNDEF","4","T","X","B95.6","B956","UNDEF","UNDEF","UNDEF","UNDEF"
"891","Other staphylococcus as the cause of diseases classified to other chapters","B95.7","596","B95","B95","1","UNDEF","4","T","X","B95.7","B957","UNDEF","UNDEF","UNDEF","UNDEF"
"892","Unspecified staphylococcus as the cause of diseases classified to other chapters","B95.8","596","B95","B95","1","UNDEF","4","T","X","B95.8","B958","UNDEF","UNDEF","UNDEF","UNDEF"
"893","Other specified bacterial agents as the cause of diseases classified to other chapters","B96","597","B96","B95","1","UNDEF","3","N","X","B96.-","B96","UNDEF","UNDEF","UNDEF","UNDEF"
"894","Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters","B96.0","597","B96","B95","1","UNDEF","4","T","X","B96.0","B960","UNDEF","UNDEF","UNDEF","UNDEF"
"895","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters","B96.1","597","B96","B95","1","UNDEF","4","T","X","B96.1","B961","UNDEF","UNDEF","UNDEF","UNDEF"
"896","Escherichia coli [E. coli] as the cause of diseases classified to other chapters","B96.2","597","B96","B95","1","UNDEF","4","T","X","B96.2","B962","UNDEF","UNDEF","UNDEF","UNDEF"
"897","Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters","B96.3","597","B96","B95","1","UNDEF","4","T","X","B96.3","B963","UNDEF","UNDEF","UNDEF","UNDEF"
"898","Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters","B96.4","597","B96","B95","1","UNDEF","4","T","X","B96.4","B964","UNDEF","UNDEF","UNDEF","UNDEF"
"899","Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters","B96.5","597","B96","B95","1","UNDEF","4","T","X","B96.5","B965","UNDEF","UNDEF","UNDEF","UNDEF"
"900","Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters","B96.6","597","B96","B95","1","UNDEF","4","T","X","B96.6","B966","UNDEF","UNDEF","UNDEF","UNDEF"
"901","Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters","B96.7","597","B96","B95","1","UNDEF","4","T","X","B96.7","B967","UNDEF","UNDEF","UNDEF","UNDEF"
"902","Other specified bacterial agents as the cause of diseases classified to other chapters","B96.8","597","B96","B95","1","UNDEF","4","T","X","B96.8","B968","UNDEF","UNDEF","UNDEF","UNDEF"
"903","Viral agents as the cause of diseases classified to other chapters","B97","598","B97","B95","1","UNDEF","3","N","X","B97.-","B97","UNDEF","UNDEF","UNDEF","UNDEF"
"904","Adenovirus as the cause of diseases classified to other chapters","B97.0","598","B97","B95","1","UNDEF","4","T","X","B97.0","B970","UNDEF","UNDEF","UNDEF","UNDEF"
"905","Enterovirus as the cause of diseases classified to other chapters","B97.1","598","B97","B95","1","UNDEF","4","T","X","B97.1","B971","UNDEF","UNDEF","UNDEF","UNDEF"
"906","Coronavirus as the cause of diseases classified to other chapters","B97.2","598","B97","B95","1","UNDEF","4","T","X","B97.2","B972","UNDEF","UNDEF","UNDEF","UNDEF"
"907","Retrovirus as the cause of diseases classified to other chapters","B97.3","598","B97","B95","1","UNDEF","4","T","X","B97.3","B973","UNDEF","UNDEF","UNDEF","UNDEF"
"908","Respiratory syncytial virus as the cause of diseases classified to other chapters","B97.4","598","B97","B95","1","UNDEF","4","T","X","B97.4","B974","UNDEF","UNDEF","UNDEF","UNDEF"
"909","Reovirus as the cause of diseases classified to other chapters","B97.5","598","B97","B95","1","UNDEF","4","T","X","B97.5","B975","UNDEF","UNDEF","UNDEF","UNDEF"
"910","Parvovirus as the cause of diseases classified to other chapters","B97.6","598","B97","B95","1","UNDEF","4","T","X","B97.6","B976","UNDEF","UNDEF","UNDEF","UNDEF"
"911","Papillomavirus as the cause of diseases classified to other chapters","B97.7","598","B97","B95","1","UNDEF","4","T","X","B97.7","B977","UNDEF","UNDEF","UNDEF","UNDEF"
"912","Other viral agents as the cause of diseases classified to other chapters","B97.8","598","B97","B95","1","UNDEF","4","T","X","B97.8","B978","UNDEF","UNDEF","UNDEF","UNDEF"
"913","Other specified infectious agents as the cause of diseases classified to other chapters","B98","599","B98","B95","1","UNDEF","3","N","X","B98.-","B98","UNDEF","UNDEF","UNDEF","UNDEF"
"914","Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters","B98.0","599","B98","B95","1","UNDEF","4","T","X","B98.0","B980","UNDEF","UNDEF","UNDEF","UNDEF"
"915","Vibrio vulnificus as the cause of diseases classified to other chapters","B98.1","599","B98","B95","1","UNDEF","4","T","X","B98.1","B981","UNDEF","UNDEF","UNDEF","UNDEF"
"916","Other and unspecified infectious diseases","B99","600","B99","B99","1","57","3","T","X","B99","B99","4-014","3-015","2-024","1-025"
"917","Malignant neoplasm of lip","C00","601","C00","C00","2","58","3","N","X","C00.-","C00","4-016","3-018","2-025","1-027"
"918","Malignant neoplasm: External upper lip","C00.0","601","C00","C00","2","58","4","T","X","C00.0","C000","4-016","3-018","2-025","1-027"
"919","Malignant neoplasm: External lower lip","C00.1","601","C00","C00","2","58","4","T","X","C00.1","C001","4-016","3-018","2-025","1-027"
"920","Malignant neoplasm: External lip, unspecified","C00.2","601","C00","C00","2","58","4","T","X","C00.2","C002","4-016","3-018","2-025","1-027"
"921","Malignant neoplasm: Upper lip, inner aspect","C00.3","601","C00","C00","2","58","4","T","X","C00.3","C003","4-016","3-018","2-025","1-027"
"922","Malignant neoplasm: Lower lip, inner aspect","C00.4","601","C00","C00","2","58","4","T","X","C00.4","C004","4-016","3-018","2-025","1-027"
"923","Malignant neoplasm: Lip, unspecified, inner aspect","C00.5","601","C00","C00","2","58","4","T","X","C00.5","C005","4-016","3-018","2-025","1-027"
"924","Malignant neoplasm: Commissure of lip","C00.6","601","C00","C00","2","58","4","T","X","C00.6","C006","4-016","3-018","2-025","1-027"
"925","Malignant neoplasm: Overlapping lesion of lip","C00.8","601","C00","C00","2","58","4","T","X","C00.8","C008","4-016","3-018","2-025","1-027"
"926","Malignant neoplasm: Lip, unspecified","C00.9","601","C00","C00","2","58","4","T","X","C00.9","C009","4-016","3-018","2-025","1-027"
"927","Malignant neoplasm of base of tongue","C01","602","C01","C00","2","58","3","T","X","C01","C01","4-016","3-018","2-025","1-027"
"928","Malignant neoplasm of other and unspecified parts of tongue","C02","603","C02","C00","2","58","3","N","X","C02.-","C02","4-016","3-018","2-025","1-027"
"929","Malignant neoplasm: Dorsal surface of tongue","C02.0","603","C02","C00","2","58","4","T","X","C02.0","C020","4-016","3-018","2-025","1-027"
"930","Malignant neoplasm: Border of tongue","C02.1","603","C02","C00","2","58","4","T","X","C02.1","C021","4-016","3-018","2-025","1-027"
"931","Malignant neoplasm: Ventral surface of tongue","C02.2","603","C02","C00","2","58","4","T","X","C02.2","C022","4-016","3-018","2-025","1-027"
"932","Malignant neoplasm: Anterior two-thirds of tongue, part unspecified","C02.3","603","C02","C00","2","58","4","T","X","C02.3","C023","4-016","3-018","2-025","1-027"
"933","Malignant neoplasm: Lingual tonsil","C02.4","603","C02","C00","2","58","4","T","X","C02.4","C024","4-016","3-018","2-025","1-027"
"934","Malignant neoplasm: Overlapping lesion of tongue","C02.8","603","C02","C00","2","58","4","T","X","C02.8","C028","4-016","3-018","2-025","1-027"
"935","Malignant neoplasm: Tongue, unspecified","C02.9","603","C02","C00","2","58","4","T","X","C02.9","C029","4-016","3-018","2-025","1-027"
"936","Malignant neoplasm of gum","C03","604","C03","C00","2","58","3","N","X","C03.-","C03","4-016","3-018","2-025","1-027"
"937","Malignant neoplasm: Upper gum","C03.0","604","C03","C00","2","58","4","T","X","C03.0","C030","4-016","3-018","2-025","1-027"
"938","Malignant neoplasm: Lower gum","C03.1","604","C03","C00","2","58","4","T","X","C03.1","C031","4-016","3-018","2-025","1-027"
"939","Malignant neoplasm: Gum, unspecified","C03.9","604","C03","C00","2","58","4","T","X","C03.9","C039","4-016","3-018","2-025","1-027"
"940","Malignant neoplasm of floor of mouth","C04","605","C04","C00","2","58","3","N","X","C04.-","C04","4-016","3-018","2-025","1-027"
"941","Malignant neoplasm: Anterior floor of mouth","C04.0","605","C04","C00","2","58","4","T","X","C04.0","C040","4-016","3-018","2-025","1-027"
"942","Malignant neoplasm: Lateral floor of mouth","C04.1","605","C04","C00","2","58","4","T","X","C04.1","C041","4-016","3-018","2-025","1-027"
"943","Malignant neoplasm: Overlapping lesion of floor of mouth","C04.8","605","C04","C00","2","58","4","T","X","C04.8","C048","4-016","3-018","2-025","1-027"
"944","Malignant neoplasm: Floor of mouth, unspecified","C04.9","605","C04","C00","2","58","4","T","X","C04.9","C049","4-016","3-018","2-025","1-027"
"945","Malignant neoplasm of palate","C05","606","C05","C00","2","58","3","N","X","C05.-","C05","4-016","3-018","2-025","1-027"
"946","Malignant neoplasm: Hard palate","C05.0","606","C05","C00","2","58","4","T","X","C05.0","C050","4-016","3-018","2-025","1-027"
"947","Malignant neoplasm: Soft palate","C05.1","606","C05","C00","2","58","4","T","X","C05.1","C051","4-016","3-018","2-025","1-027"
"948","Malignant neoplasm: Uvula","C05.2","606","C05","C00","2","58","4","T","X","C05.2","C052","4-016","3-018","2-025","1-027"
"949","Malignant neoplasm: Overlapping lesion of palate","C05.8","606","C05","C00","2","58","4","T","X","C05.8","C058","4-016","3-018","2-025","1-027"
"950","Malignant neoplasm: Palate, unspecified","C05.9","606","C05","C00","2","58","4","T","X","C05.9","C059","4-016","3-018","2-025","1-027"
"951","Malignant neoplasm of other and unspecified parts of mouth","C06","607","C06","C00","2","58","3","N","X","C06.-","C06","4-016","3-018","2-025","1-027"
"952","Malignant neoplasm: Cheek mucosa","C06.0","607","C06","C00","2","58","4","T","X","C06.0","C060","4-016","3-018","2-025","1-027"
"953","Malignant neoplasm: Vestibule of mouth","C06.1","607","C06","C00","2","58","4","T","X","C06.1","C061","4-016","3-018","2-025","1-027"
"954","Malignant neoplasm: Retromolar area","C06.2","607","C06","C00","2","58","4","T","X","C06.2","C062","4-016","3-018","2-025","1-027"
"955","Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth","C06.8","607","C06","C00","2","58","4","T","X","C06.8","C068","4-016","3-018","2-025","1-027"
"956","Malignant neoplasm: Mouth, unspecified","C06.9","607","C06","C00","2","58","4","T","X","C06.9","C069","4-016","3-018","2-025","1-027"
"957","Malignant neoplasm of parotid gland","C07","608","C07","C00","2","58","3","T","X","C07","C07","4-016","3-018","2-025","1-027"
"958","Malignant neoplasm of other and unspecified major salivary glands","C08","609","C08","C00","2","58","3","N","X","C08.-","C08","4-016","3-018","2-025","1-027"
"959","Malignant neoplasm: Submandibular gland","C08.0","609","C08","C00","2","58","4","T","X","C08.0","C080","4-016","3-018","2-025","1-027"
